0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
126,SRKzzPari,9.11E+17,0,0,0,@TheMahiraKhan we love you ,2017-09-21T20:01:48,SRKsDeewani,21/9/2017,20:01:48,0.583,0,0.417,0.6369
127,Sara fawad khan,9.11E+17,184,5,35,My Ashar NOW #mahirakhan pic.twitter.com/c0sTo16vlx,2017-09-21T20:01:57,fk656627,21/9/2017,20:01:57,0,0,1,0
128,Raja Mudasar Ejaz,9.11E+17,0,0,0,Any new movie coming up ??pic.twitter.com/ibti1EBpVx,2017-09-21T20:02:23,rajamudasar83,21/9/2017,20:02:23,0,0,1,0
129,SHEIKH,9.11E+17,2,0,0,pic.twitter.com/LnzK3A7Vsz,2017-09-21T20:02:32,sheikhusman411,21/9/2017,20:02:32,0,0,1,0
130,M. Sarosh Ebrahim,9.11E+17,2,3,2,"I love you @TheMahiraKhan, and I love Ranbir too. You 2 look amazing together ",2017-09-21T20:03:13,msarosh,21/9/2017,20:03:13,0.604,0,0.396,0.9217
131,Harneet Singh,9.11E+17,184,22,24,Ranbir Kapoor & Mahira Khan spotted in New York. pic.twitter.com/DvWC7DCJeD,2017-09-21T20:03:25,Harneetsin,21/9/2017,20:03:25,0,0,1,0
132,imran khan,9.11E+17,0,0,0,"@TheMahiraKhan  halal way of dating and smoking.
I should mind my own business after all u have the right to Be half naked. pic.twitter.com/wayaZJu7u6",2017-09-21T20:03:44,prince__mani,21/9/2017,20:03:44,0,0,1,0
133,shubham singh,9.11E+17,1,0,0,Hope they make it longer while it lasts,2017-09-21T20:03:56,MS7shubham,21/9/2017,20:03:56,0.293,0,0.707,0.4404
134,Khawar Raja,9.11E+17,0,0,0,@TheMahiraKhan speechless disheart  pic.twitter.com/ykaGHAyeAS,2017-09-21T20:04:45,KhawarRaja11,21/9/2017,20:04:45,0,0,1,0
135,Renuka Vyavahare,9.11E+17,0,0,2,Coinciding with #golmaal trailer launch? #RanbirKapoor #MahiraKhan pic.twitter.com/ttP6B9okm0,2017-09-21T20:05:16,renukaVyavahare,21/9/2017,20:05:16,0,0,1,0
136,desidaddy,9.11E+17,0,1,0,@TheMahiraKhan btao bhaee,2017-09-21T20:05:19,dopetaha,21/9/2017,20:05:19,0,0,1,0
137,H,9.11E+17,0,1,0,,2017-09-21T20:05:26,justH_11,21/9/2017,20:05:26,0,0,1,0
138,desidaddy,9.11E+17,1,0,0,,2017-09-21T20:05:43,dopetaha,21/9/2017,20:05:43,0,0,1,0
139,Paneer Tikka,9.11E+17,1,0,0,Just saw a photo of Mahira Khan & Ranbir Kapoor smoking together. Waiting for Muslim community to go totally bonkers and start trolling her! pic.twitter.com/4xvZcFFJOU,2017-09-21T20:08:05,shakaharichick,21/9/2017,20:08:05,0,0,1,0
140,Sarfraz Ali,9.11E+17,5,0,1,"Mahira Khan, Ranbir Kapoor spotted SMOKING together outside New York hotel (see pics) https://en.dailypakistan.com.pk/lifestyle/mahira-khan-ranbir-kapoor-spotted-smoking-together-outside-new-york-hotel-see-pics/ …",2017-09-21T20:08:45,ItsSarfrazAli,21/9/2017,20:08:45,0,0,1,0
141,BestIdolEver  ❤,9.11E+17,0,1,0,Mahira khan,2017-09-21T20:09:09,NishuSRKian,21/9/2017,20:09:09,0,0,1,0
142,Syed Talha  🌝,9.11E+17,3,0,0,Kl mahira khan top trend hai ,2017-09-21T20:09:29,Tt_ki_tweets,21/9/2017,20:09:29,0.265,0,0.735,0.2023
143,Fabulous pathan,9.11E+17,6,0,1,"Stop judging Mahira Khan. Tum logo ko aur koi kaam nai hai ? Khud porn dekh thay ho, smoke karthay ho and what not.

Mind your own business.",2017-09-21T20:09:45,BraykhnaKhan_,21/9/2017,20:09:45,0,0.078,0.922,-0.296
144,Pebbles Fish,9.11E+17,92,29,18,I actually feel sorry for her. She looks lost & misguided. And no one will let her live this one down.Fallen from grace & hard #MahiraKhan pic.twitter.com/7cfEdJ8bRF,2017-09-21T20:09:52,chintuandbunty,21/9/2017,20:09:52,0.097,0.248,0.655,-0.34
145,Uròojآفریدی♡,9.11E+17,6,3,0,Mahira Khan Se Achi Acting Mai Karleti Hun...Kasam Se ,2017-09-21T20:09:56,uroojf_f,21/9/2017,20:09:56,0,0,1,0
146,shahbaz tariq,9.11E+17,1,1,0,acha sun.. mahira khan ranbir kapoor ky sath parki gyi hai..  acha bhala change miss kar dia pra mera toun ny...,2017-09-21T20:10:20,shahbaztariqpk,21/9/2017,20:10:20,0,0.074,0.926,-0.1531
147,Farhaan Ginwala,9.11E+17,0,0,0,Want to listen from @TheMahiraKhan and believe rather than judging from the rumor stories running all over. #RanbirKapoor,2017-09-21T20:10:20,farhaanginwala,21/9/2017,20:10:20,0.071,0,0.929,0.0772
148,شجاعت علی,9.11E+17,1,1,0,Mahira khan ?,2017-09-21T20:10:21,Shujaatsays,21/9/2017,20:10:21,0,0,1,0
149,A.,9.11E+17,0,0,0,Pakistani twitteratis got a new topic for discussion and thats Mahira Khan.,2017-09-21T20:10:48,Awwmara,21/9/2017,20:10:48,0,0,1,0
150,Reemz,9.11E+17,1,2,0,People (including me) are bent are ruining Anisa's memory of Humsafar these days ,2017-09-21T20:11:17,FawadFan4ever,21/9/2017,20:11:17,0,0.143,0.857,-0.25
151,SRKzzPari,9.11E+17,3,0,1,Ranbir Kapoor and Mahira Khan ,2017-09-21T20:11:43,SRKsDeewani,21/9/2017,20:11:43,0,0,1,0
152,Bollywood Buff,9.11E+17,2,1,0,Omg guyssss. Smoke up = weed! Smoke = cigs!,2017-09-21T20:12:13,chaoticmusic10,21/9/2017,20:12:13,0,0,1,0
153,Gupshupto,9.11E+17,1,0,0,"#RanbirKapoor #Pakistani #MahiraKhan #SMOKING #sanjaydutt #Duttbiopic #Dutt #bollywood #Padmavati #Jimikkikammal
https://www.youtube.com/watch?v=_6GfQE2x3_I&index=1&list=PLjyAFstuXzvrNFTipK6VWCLPsgzIpedqy …pic.twitter.com/pNtThiXLAc",2017-09-21T20:12:16,Bolly_Gupshupto,21/9/2017,20:12:16,0,0,1,0
154,Pebbles Fish,9.11E+17,4,1,3,I still love you Mahira & have no right to judge you but I really hope you're ok. This seems out of character for you @TheMahiraKhan,2017-09-21T20:12:26,chintuandbunty,21/9/2017,20:12:26,0.329,0.052,0.619,0.8585
155,Lahore Wala!,9.11E+17,0,0,0,"No need to interfere in others personal life. Hum khud chutiyape me kisi se kam nahi. 
#MahiraKhan #RanbirKapoor",2017-09-21T20:12:29,ShahFaisalLive,21/9/2017,20:12:29,0,0.115,0.885,-0.296
156,Mr. Sohail,9.11E+17,4,0,0,Hairat is baat pr b ha ha k mahira khan pr sb he baat krna shuru ho gye wo jany aur uska khuda pr zyada hairat usy defend krny wlon pr hahah,2017-09-21T20:12:38,sohail_asad22,21/9/2017,20:12:38,0.146,0,0.854,0.5859
157,Amin Hanslod,9.11E+17,2,0,0,@MawraHocane Ae Dil Hai Mushkil !!!,2017-09-21T20:13:01,AminHanslod,21/9/2017,20:13:01,0,0,1,0
158,Fatima,9.11E+17,6,0,0,Mahira khan is such a mighty diva,2017-09-21T20:13:08,fatimatamour,21/9/2017,20:13:08,0,0,1,0
159, ☕️,9.11E+17,0,1,0,Wow wtf Mahira Khan lmao,2017-09-21T20:13:48,CupOfChaai,21/9/2017,20:13:48,0.57,0.281,0.148,0.5994
160,Aneesa,9.11E+17,1,0,0,"you know that's not happening, but the struggle everybody including you is putting is real.",2017-09-21T20:13:48,anisa_2020,21/9/2017,20:13:48,0,0.174,0.826,-0.4497
161,Zahrah ⚡ 🎬,9.11E+17,1,1,0,"Woh sab toh theek hai lekin aap konsa Mahira khan ko galliyan bak kr sawab kama rahey ho?
Disgusting comments on her last ig post",2017-09-21T20:14:09,zarah_khan2323,21/9/2017,20:14:09,0,0.124,0.876,-0.5267
162,Annas.,9.11E+17,3,2,0,I don't smoke. I just copy Mahira Khan okay ,2017-09-21T20:14:13,anchoomanchoo,21/9/2017,20:14:13,0.241,0,0.759,0.2263
163,T-BONE,9.11E+17,1,0,0,Pakistani ye hufta Mahira Khan ko judge kar ke ghuzarain gay.,2017-09-21T20:14:19,adilalich,21/9/2017,20:14:19,0,0,1,0
164,Danish Haider,9.11E+17,64,29,11,@fifiharoon @omar_quraishi @MunibaKamal @Aliya313 @RabiaAnumm @Maria_Memon @marvisirmed Can you confirm is she really @TheMahiraKhan ?? https://twitter.com/OfficialHanzala/status/910946445607473152 …,2017-09-21T20:14:22,danishhaider0,21/9/2017,20:14:22,0,0,1,0
165,سعد ملک,9.11E+17,7,3,0,I hope shes a marlboro girl  #MahiraKhan,2017-09-21T20:14:22,saaadmalikk,21/9/2017,20:14:22,0.42,0,0.58,0.4404
166,Juni10,9.11E+17,7,2,2,"What a stupid logic to relate watching porn with that mahira khan half naked picture in public, these girls need to put some sense in them.",2017-09-21T20:14:58,LiveLikeJuni,21/9/2017,20:14:58,0,0.124,0.876,-0.5267
167,Actors World,9.11E+17,0,0,0,#MahiraKhan and #RanbirKapoor spotted together.  https://www.instagram.com/p/BZUF9sXlZ-8/ ,2017-09-21T20:15:34,actorsworld_,21/9/2017,20:15:34,0,0,1,0
168,SheikHamza ↔ حمزہ رضا,9.11E+17,1,0,0,"@RanbirKapoorFC
@TheMahiraKhan Shame on u lakh di lanat
@GWORLDWIDEENT
@ARYNEWSOFFICIAL
@BOLNETWORK
@Humtvnetwork
@ExpressNewsPKpic.twitter.com/QTgqyO3nTY",2017-09-21T20:16:02,hamzaraza555,21/9/2017,20:16:02,0,0.22,0.78,-0.4767
169,Mukarrum.,9.11E+17,0,0,0,Mahira khan is a goddess.,2017-09-21T20:16:15,Mukarrum19,21/9/2017,20:16:15,0,0,1,0
170,Farhan Srkian,9.11E+17,1,1,0,@TheMahiraKhan is that u ? Shame on you,2017-09-21T20:16:21,FarhanShaikhh,21/9/2017,20:16:21,0,0.383,0.617,-0.4767
171,Ahmed,9.11E+17,12,1,0,Nobody cares about Mahira Khan stfu,2017-09-21T20:16:28,AhmedDamn,21/9/2017,20:16:28,0.375,0,0.625,0.4588
172,Reemz,9.11E+17,3,2,0,"Just found out about this difference. 
But still she should have ignored it. What did she know that it would one day come back to haunt her",2017-09-21T20:17:02,FawadFan4ever,21/9/2017,20:17:02,0,0.206,0.794,-0.7579
173,Bollywood Buff,9.11E+17,0,0,0,Ya agreed.,2017-09-21T20:17:17,chaoticmusic10,21/9/2017,20:17:17,0.677,0,0.323,0.2732
174,.,9.11E+17,1,2,0,To all those judging Mahira Khan for those pictures. Know that she is an actress and that's a routine. Most ppl are offended bcs she didn't,2017-09-21T20:17:38,ainshyk,21/9/2017,20:17:38,0,0.086,0.914,-0.3102
175,Anas Tipu,9.11E+17,2,0,0,"Funny how Mahira khan triggered these man by just smoking, but women are finding Ranbir hot while smoking.",2017-09-21T20:18:27,teepusahab,21/9/2017,20:18:27,0.103,0,0.897,0.2382
176,Hajra ♥,9.11E+17,0,0,0,@TheMahiraKhan pic.twitter.com/K1JB5TuNkH,2017-09-21T20:19:11,badtameezzz_dil,21/9/2017,20:19:11,0,0,1,0
177,Muniba Kamal,9.11E+17,3,2,0,it looks like she is having a good time in nyc. what's the big deal?,2017-09-21T20:19:19,MunibaKamal,21/9/2017,20:19:19,0.31,0,0.69,0.6597
178,Waqar Saleem,9.11E+17,0,0,0,"@TheMahiraKhan hey Mahira i think you not in your senses, be in your limits. APNI AUQAAT MAT BHULO.  Wah kya dreas hai #beghairtimodepic.twitter.com/fUjRAQrDtH",2017-09-21T20:19:34,WaqarSa,21/9/2017,20:19:34,0,0,1,0
179,Mohaddis  🇵🇰,9.11E+17,41,2,7,"""Mahira Khan"" se zyada followers to ""Malala"" k hain. LOL  pic.twitter.com/lgBFPgoaWt",2017-09-21T20:19:41,BB_Ka_Fan,21/9/2017,20:19:41,0.282,0,0.718,0.5473
180,Sam,9.11E+17,0,0,0,Mahira Khan has amazing skin for a smoker.,2017-09-21T20:19:58,STMalik_,21/9/2017,20:19:58,0.388,0,0.612,0.5859
181,نقاش,9.11E+17,3,0,0,"Chalo g ab new topic start 'Mahira Khan' 
 Kisi ko criticise tb kro jb ap perfect ho and no one is. Just seek forgiveness from ur lord.",2017-09-21T20:20:15,naqash789,21/9/2017,20:20:15,0.176,0.155,0.669,0.1779
182,M. Farooq,9.11E+17,0,0,0,Mahira Khan totally drunk & fucked up also braless on street.. pic.twitter.com/me6dDvgvFR,2017-09-21T20:20:39,Farooqk1ng,21/9/2017,20:20:39,0,0.45,0.55,-0.8111
183,ْ,9.11E+17,1,0,0,"Cuuutteeee. 
@TheMahiraKhan pic.twitter.com/Obi5WBex58",2017-09-21T20:21:11,IAlaasrk,21/9/2017,20:21:11,0,0,1,0
184,Sabeen,9.11E+17,0,0,0,Really sorry about the people who consider Mahira Khan Beautiful! From which angle does she look pretty? Rang gora hona is not beauty! https://twitter.com/kamaalrkhan/status/910945121280987136 …,2017-09-21T20:21:18,Sabeen_Sab,21/9/2017,20:21:18,0.238,0.144,0.618,0.6148
185,M Arslan,9.11E+17,0,1,0,Srk z also Muslim,2017-09-21T20:21:20,Heixen_burger,21/9/2017,20:21:20,0,0,1,0
186,Anas Tipu,9.11E+17,9,0,4,Can ya'll please ctop quoting Mawra and mentioning her under mahira khan and ranbir's cmoking picture,2017-09-21T20:21:43,teepusahab,21/9/2017,20:21:43,0.133,0,0.867,0.3182
187,IdharDekhoMeriTaraf ✨,9.11E+17,0,1,0,Mahira khan. Pakistan Actress.,2017-09-21T20:22:01,2_subi,21/9/2017,20:22:01,0,0,1,0
188,Hanna  💆🏻,9.11E+17,9,3,2,So they smoke!! What the big deal!! I say live it up   gangsta!  @iamsrk @TheMahiraKhan . Others need to get a life! pic.twitter.com/wGN6D8VScr,2017-09-21T20:22:02,HannanMust,21/9/2017,20:22:02,0,0,1,0
189,Muniba Kamal,9.11E+17,0,1,0,hope some clowns don't get after her and make her life miserable.,2017-09-21T20:22:08,MunibaKamal,21/9/2017,20:22:08,0.18,0.199,0.621,-0.0772
190,Ramsha.,9.11E+17,9,0,0,Bhae Mahira Khan ki marzi jese bhi aur jis k sath bhi ghoomay sab ko itni takleef kyu ho rahi hai?,2017-09-21T20:22:08,RamshaPakistani,21/9/2017,20:22:08,0,0,1,0
191,مائرہ,9.11E+17,15,8,3,Agar Mahira khan smoking karti hai tu apko kia taqleef hai? Oski life hai jo marzi karay,2017-09-21T20:22:28,myrraa____,21/9/2017,20:22:28,0,0.208,0.792,-0.6369
192,Usama Zafar,9.11E+17,0,1,0,"Mu mai lia hai , was just puffing not smoking. ",2017-09-21T20:22:48,Usama7,21/9/2017,20:22:48,0,0,1,0
193,Sabeen,9.11E+17,6,1,1,"Really sorry about ppl who consider Mahira Khan Beautiful! From which angle does she look pretty? Rang gora hona is not beauty!
#Justsaying",2017-09-21T20:22:56,Sabeen_Sab,21/9/2017,20:22:56,0.245,0.149,0.606,0.6148
194,Fifi Haroon,9.11E+17,4,4,0,"What is more important is this - what is he objecting to, the cigarette or the dress or Ranbhir Kapoor?",2017-09-21T20:23:51,fifiharoon,21/9/2017,20:23:51,0.104,0,0.896,0.2716
195,that guy,9.11E+17,1,0,0,"Thank God, I'm not a Mahira Khan fan. ",2017-09-21T20:23:54,ParkashSays,21/9/2017,20:23:54,0.436,0.186,0.379,0.3895
196,Sabeen,9.11E+17,0,2,1,Mahira Khan's back is so UGLY !!!,2017-09-21T20:24:18,Sabeen_Sab,21/9/2017,20:24:18,0,0.501,0.499,-0.7925
197,Grindelwald...,9.11E+17,0,1,0,U Mean Puffing Doesn't Let U Inhale The Smoke Inside ? ,2017-09-21T20:24:28,Srk_HolicJaved,21/9/2017,20:24:28,0,0,1,0
198,Haroon,9.11E+17,1,0,2,Hamaray logo ki haya sirf pakistan ki boundaries tak he mehdood hain.. #mahirakhan pic.twitter.com/CRdPqfXcSl,2017-09-21T20:24:28,Haroonayy,21/9/2017,20:24:28,0,0,1,0
199,Xmanana39,9.11E+17,0,1,0,Thtswhy i m in a state of shock,2017-09-21T20:24:47,noorikhan119,21/9/2017,20:24:47,0,0.394,0.606,-0.3818
200,Daily Punch,9.11E+17,1,0,0,#Mahira khan and #Ranbir Kapoor pictured while smoking in #NewYork.,2017-09-21T20:25:10,dailypunchpk,21/9/2017,20:25:10,0,0,1,0
201,۔,9.11E+17,0,0,1,مسكته للزقاره ماله حل هههههههههههههههه,2017-09-21T20:25:15,hfcsrk,21/9/2017,20:25:15,0,0,1,0
202,zeshan Ch,9.11E+17,0,0,0,@TheMahiraKhan lanat tom pa pic.twitter.com/anQx0ysmfG,2017-09-21T20:25:20,zeshan2929,21/9/2017,20:25:20,0,0,1,0
203,Ahmad Almarzooqi,9.11E+17,0,0,0,"Relation ? Friends ? Or ?
مالذي يخدث بينهم ؟؟؟  صداقة ام حب ؟
#ranbirkapoor #mahirakhan… https://www.instagram.com/p/BZUP-KkDKiy/ ",2017-09-21T20:25:33,bollywood_karak,21/9/2017,20:25:33,0.233,0,0.767,0.5632
204,Sonia Juned,9.11E+17,0,0,0,Photos: Ranbir Kapoor Spotted With Rumoured Girlfriend Mahira Khan In New York http://ift.tt/2jObh9U ,2017-09-21T20:25:49,sonia_juned,21/9/2017,20:25:49,0,0,1,0
205,Juni10,9.11E+17,11,2,7,"Girls supporting mahira khan for that semi naked pic are those ""jo kehti hain 5 bje se pehley muja uni chor dena abbu lene atay hain mujha""",2017-09-21T20:26:22,LiveLikeJuni,21/9/2017,20:26:22,0.104,0,0.896,0.4404
206,عالیہ,9.11E+17,0,1,0,@TheMahiraKhan You smoke?  https://twitter.com/pinkvilla/status/910930399219429376 …,2017-09-21T20:26:27,xAaliya,21/9/2017,20:26:27,0,0,1,0
207,SOLA,9.11E+17,1,0,0,mahira,2017-09-21T20:26:31,sola_awad,21/9/2017,20:26:31,0,0,1,0
208,Momina Mustehsan,9.11E+17,0,0,0,Jesus. Can we please give @TheMahiraKhan a break?! Why are we so quick to judge and attack?! Esp if it's a woman in question. It's her life!,2017-09-21T20:26:47,MominaMustehsan,21/9/2017,20:26:47,0.128,0,0.872,0.5478
209,Rabia Anum,9.11E+17,299,137,14,"Why? What's so important with these ""specific""pictures? Just bcz she is wearing a short dress and smoking? Bhai It's her personal space.",2017-09-21T20:26:55,RabiaAnumm,21/9/2017,20:26:55,0.127,0,0.873,0.4416
210,Abeera,9.11E+17,0,2,0,Search mahira khan and you'll know. ,2017-09-21T20:27:27,AbeeraMR_,21/9/2017,20:27:27,0,0,1,0
211,Zain Muhammad,9.11E+17,0,0,0,@TheMahiraKhan is that you @TheMahiraKhan i hope it's fake??? pic.twitter.com/2bdPweXK1f,2017-09-21T20:27:30,imzainmuhamed,21/9/2017,20:27:30,0.214,0.269,0.517,-0.1877
212,فاطمہ عرفان,9.11E+17,1,1,0,They are not mahira khan na isliye lol,2017-09-21T20:27:30,fatimairrfan,21/9/2017,20:27:30,0.286,0,0.714,0.4215
213,Azmat Ullah,9.11E+17,0,0,0,What happened?,2017-09-21T20:27:45,azee8567,21/9/2017,20:27:45,0,0,1,0
214,You,9.11E+17,7,0,3,I'm Mahira Khan,2017-09-21T20:27:53,GANDIBACHI69,21/9/2017,20:27:53,0,0,1,0
215,Fashion Trending,9.11E+17,0,0,0,"And Mahira Khan is chilling with Ranbhir Kapoor in the streets of New York!
#MahiraKhan #RanbhirKapoor",2017-09-21T20:27:59,Fashion_world21,21/9/2017,20:27:59,0,0.085,0.915,-0.1007
216,Asif khan,9.11E+17,0,0,0,Enko neend nahe ati.,2017-09-21T20:28:05,Asifkha58871512,21/9/2017,20:28:05,0,0,1,0
217, 🇵🇰khizar,9.11E+17,0,0,0,,2017-09-21T20:28:15,khizu11,21/9/2017,20:28:15,0,0,1,0
218,Adeel Aftab,9.11E+17,68,6,5,One day she will roam around in bikini. Still you will say calm down relax don't judge her its her life bla bla,2017-09-21T20:28:16,AdeelAftab10,21/9/2017,20:28:16,0.198,0,0.802,0.6369
219,Faizan Butt,9.11E+17,0,0,0,momo ,2017-09-21T20:28:36,FaizanB58183751,21/9/2017,20:28:36,0,0,1,0
220,Minaam William,9.11E+17,65,4,2,She is a celebrity. Everything she would do would go public and people will talk about her. It is a life she chose. ,2017-09-21T20:29:02,minaam_william,21/9/2017,20:29:02,0,0,1,0
221,Fifi Haroon,9.11E+17,3,2,1,And the comment is ridiculous. Who are they to ask a question about her being Muslim,2017-09-21T20:29:05,fifiharoon,21/9/2017,20:29:05,0,0.152,0.848,-0.3612
222,Serotonin,9.11E+17,1,0,0,Haha mnhus chik k rakh liberal puna,2017-09-21T20:29:05,Nikkiii_jarem,21/9/2017,20:29:05,0.375,0,0.625,0.4588
223,Awais ali,9.11E+17,0,0,0,Mahira khab looking hot ,2017-09-21T20:29:30,MRplanner1,21/9/2017,20:29:30,0,0,1,0
224,katrinakaif_1983,9.11E+17,0,0,0,,2017-09-21T20:29:35,katrinathailand,21/9/2017,20:29:35,0,0,1,0
225,Nimra Nazeer Ali,9.11E+17,1,0,0,head off @MominaMustehsan you nailed it,2017-09-21T20:29:35,NazeerNimra,21/9/2017,20:29:35,0,0,1,0
226,KMJ  🇵🇰,9.11E+17,0,0,0,And she deserves utmost respect & love!,2017-09-21T20:29:46,iamkmj1,21/9/2017,20:29:46,0.655,0,0.345,0.8221
227,Syed Talha Ahmed,9.11E+17,0,1,0,Swag @TheMahiraKhan ,2017-09-21T20:29:46,Letalhaaa,21/9/2017,20:29:46,0,0,1,0
228,JIGz,9.11E+17,1,0,0,"This is so sweet of u but yeh soota mehanga par gaya bachari ko.Though I'm a big fan of her was n still am,love her coz she's original.pic.twitter.com/U2c8Cooql3",2017-09-21T20:29:49,bbbpos,21/9/2017,20:29:49,0.19,0,0.81,0.6579
229,Don Pablo Escobar,9.11E+17,4,0,0,We r not attacking her .. just a comment look at her weak bones ..omg ..does she not eating or wt  cig is bad for health,2017-09-21T20:30:01,TheGodfather700,21/9/2017,20:30:01,0.083,0.214,0.703,-0.602
230,All Pak Drama page,9.11E+17,2,1,0,More pictures of Mahira Khan and the alleged  love bite on Mahira's back has become the main issue one of India's... http://fb.me/7I2DFwvhh ,2017-09-21T20:30:04,Allpakdramapage,21/9/2017,20:30:04,0.167,0,0.833,0.6369
231,Nabeel Anees,9.11E+17,1,0,0,"Exactly, apnay gray bano me nhe jhankta koi",2017-09-21T20:30:16,neel0310,21/9/2017,20:30:16,0,0,1,0
232,Muniba Kamal,9.11E+17,2,0,0,Many could object to all three in our neck of the woods. Then Mahira will have a storm to weather. The stories will write themselves.,2017-09-21T20:30:28,MunibaKamal,21/9/2017,20:30:28,0,0,1,0
233,Zooni,9.11E+17,36,2,3,What did Jesus do?,2017-09-21T20:30:43,ZaZooni,21/9/2017,20:30:43,0,0,1,0
234,Hopeless ™ 2.0,9.11E+17,0,0,0,Mahira Khan! Seriously?,2017-09-21T20:30:49,Panaceaaaa,21/9/2017,20:30:49,0,0.499,0.501,-0.2481
235,kashan.,9.11E+17,3,0,0,mahira khan smoking? omg haw,2017-09-21T20:30:59,wickedguyy,21/9/2017,20:30:59,0,0,1,0
236,•Ðαyωαlкєя,9.11E+17,1,1,1,Under arms pe bhi love bite diya lagta He Ranbir  sare ceasefire violation ka badla le dala ek hi raat me ,2017-09-21T20:30:59,SRKsPC,21/9/2017,20:30:59,0.159,0.121,0.72,0.25
237,iram,9.11E+17,0,1,0,https://twitter.com/themahirakhan/status/903583815825805313 …,2017-09-21T20:31:20,_shaayraana,21/9/2017,20:31:20,0,0,1,0
238,Murtaza syed,9.11E+17,0,0,0,"Mahira khan kuch bhe kre uski marzi !!!
itna kafee he kehna bus...........",2017-09-21T20:31:22,TweetAliTweet_,21/9/2017,20:31:22,0,0,1,0
239,Mohammad Asif Gujjer,9.11E+17,1,0,0,lol good joke personel,2017-09-21T20:32:24,GujjerMohammad,21/9/2017,20:32:24,0.888,0,0.112,0.7845
240,fasih butt,9.11E+17,3,0,1,"Why are you using the word ""Jesus""?",2017-09-21T20:32:58,butt_fasih,21/9/2017,20:32:58,0,0,1,0
241,A  ♠,9.11E+17,0,0,0,Yaar Ajeeb chuthiya awam hy humari jis side pe Inko laga dou bas Phuddu ban ke wahin lgay rehty Ab Mahira Khan Ko le ke roty rahien gy.,2017-09-21T20:32:58,AamishChaudhary,21/9/2017,20:32:58,0,0.118,0.882,-0.5574
242,Mohammad Asif Gujjer,9.11E+17,1,0,0,she is a face of pakistan,2017-09-21T20:33:01,GujjerMohammad,21/9/2017,20:33:01,0,0,1,0
243,Pratishtha  ✨,9.11E+17,0,1,0,"Wasn't Mahira Khan married? 
I thought she is ",2017-09-21T20:33:13,___Pratzxx,21/9/2017,20:33:13,0,0,1,0
244,Awais ali,9.11E+17,1,0,0,Mahira khan lookin bomb ,2017-09-21T20:33:18,MRplanner1,21/9/2017,20:33:18,0,0.516,0.484,-0.4939
245,Mirza Mukkaram,9.11E+17,4,1,0,Does anyone has a right to point at anyone? I don't believe so.,2017-09-21T20:33:36,mukkaram1999,21/9/2017,20:33:36,0,0,1,0
246,Inam Ullah,9.11E+17,5,0,1,"@MominaMustehsan and @TheMahiraKhan being a Pakistani celebrity u don't need to do things like that in public....,:",2017-09-21T20:33:48,InamUll124,21/9/2017,20:33:48,0.152,0,0.848,0.3612
247,ر۔,9.11E+17,4,1,0,Btw I'm judging Mahira khan. Koi sharam nahi koi haya nahi.,2017-09-21T20:34:02,HedwigRabeeya,21/9/2017,20:34:02,0,0,1,0
248,Shoaib Hassan,9.11E+17,4,0,2,Jesus???? R u non Muslim,2017-09-21T20:34:08,shobihsn1,21/9/2017,20:34:08,0,0,1,0
249,Mohammad Asif Gujjer,9.11E+17,0,0,0,public know her as a famouse pakistani actres,2017-09-21T20:34:10,GujjerMohammad,21/9/2017,20:34:10,0,0,1,0
250,Waqas Ali,9.11E+17,19,1,0,people are more concerned about why Ranbhir Kapoor is not wearing a short dress like Mahira.....  @shamsmemon123 @WardahHashmi,2017-09-21T20:34:15,waqasalii0,21/9/2017,20:34:15,0.135,0,0.865,0.3612
251,Siasat.pk,9.11E+17,34,21,14,"ماہرہ خان رنبیر کپور کے ساتھ سگریٹ نوشی کرتے ہوئے۔تصویریں وائرل
http://bit.ly/2wCUyfG 
@TheMahiraKhan @RanbirKapoorFC #mahirakhan",2017-09-21T20:34:27,siasatpk,21/9/2017,20:34:27,0,0,1,0
